department_id,department_name,shift_id,shift_date,shift_type,start_time,end_time,staff_type,staff_subclass,assigned_staff_count,minimum_required_per_shift
15,Endocrinology,35775,2026-03-05,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",4,6
15,Endocrinology,35790,2026-03-06,Morning,07:00:00,15:00:00,Administrative,"IT Support",1,2
15,Endocrinology,35790,2026-03-06,Morning,07:00:00,15:00:00,Administrative,"Ward Coordinator",1,2
15,Endocrinology,35790,2026-03-06,Morning,07:00:00,15:00:00,Doctor,Endocrinology,3,3
15,Endocrinology,35790,2026-03-06,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",6,6
15,Endocrinology,35805,2026-03-06,Evening,15:00:00,23:00:00,Administrative,Accountant,1,2
15,Endocrinology,35805,2026-03-06,Evening,15:00:00,23:00:00,Administrative,"Records Officer",1,2
15,Endocrinology,35805,2026-03-06,Evening,15:00:00,23:00:00,Doctor,Endocrinology,3,3
15,Endocrinology,35805,2026-03-06,Evening,15:00:00,23:00:00,Nurse,"Head Nurse",1,6
15,Endocrinology,35805,2026-03-06,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",2,6
15,Endocrinology,35805,2026-03-06,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",3,6
15,Endocrinology,35820,2026-03-06,Night,23:00:00,07:00:00,Administrative,"IT Support",2,2
15,Endocrinology,35820,2026-03-06,Night,23:00:00,07:00:00,Doctor,Endocrinology,3,3
15,Endocrinology,35820,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Head Nurse",1,6
15,Endocrinology,35820,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",4,6
15,Endocrinology,35820,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",1,6
15,Endocrinology,35835,2026-03-07,Morning,07:00:00,15:00:00,Administrative,"IT Support",1,2
15,Endocrinology,35835,2026-03-07,Morning,07:00:00,15:00:00,Administrative,Secretary,1,2
15,Endocrinology,35835,2026-03-07,Morning,07:00:00,15:00:00,Doctor,Endocrinology,3,3
15,Endocrinology,35835,2026-03-07,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",4,6
15,Endocrinology,35835,2026-03-07,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",2,6
15,Endocrinology,35850,2026-03-07,Evening,15:00:00,23:00:00,Administrative,"IT Support",1,2
15,Endocrinology,35850,2026-03-07,Evening,15:00:00,23:00:00,Administrative,"Ward Coordinator",1,2
15,Endocrinology,35850,2026-03-07,Evening,15:00:00,23:00:00,Doctor,Endocrinology,3,3
15,Endocrinology,35850,2026-03-07,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",2,6
15,Endocrinology,35850,2026-03-07,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",4,6
15,Endocrinology,35865,2026-03-07,Night,23:00:00,07:00:00,Administrative,Accountant,1,2
15,Endocrinology,35865,2026-03-07,Night,23:00:00,07:00:00,Administrative,"Records Officer",1,2
15,Endocrinology,35865,2026-03-07,Night,23:00:00,07:00:00,Doctor,Endocrinology,3,3
15,Endocrinology,35865,2026-03-07,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",6,6
13,Gastroenterology,35563,2026-03-01,Morning,07:00:00,15:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35563,2026-03-01,Morning,07:00:00,15:00:00,Administrative,"Records Officer",1,2
13,Gastroenterology,35563,2026-03-01,Morning,07:00:00,15:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35563,2026-03-01,Morning,07:00:00,15:00:00,Nurse,"Head Nurse",1,6
13,Gastroenterology,35563,2026-03-01,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",4,6
13,Gastroenterology,35563,2026-03-01,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",1,6
13,Gastroenterology,35578,2026-03-01,Evening,15:00:00,23:00:00,Administrative,Accountant,1,2
13,Gastroenterology,35578,2026-03-01,Evening,15:00:00,23:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35578,2026-03-01,Evening,15:00:00,23:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35578,2026-03-01,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",6,6
13,Gastroenterology,35593,2026-03-01,Night,23:00:00,07:00:00,Administrative,"Billing Officer",1,2
13,Gastroenterology,35593,2026-03-01,Night,23:00:00,07:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35593,2026-03-01,Night,23:00:00,07:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35593,2026-03-01,Night,23:00:00,07:00:00,Nurse,"Head Nurse",1,6
13,Gastroenterology,35593,2026-03-01,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",4,6
13,Gastroenterology,35593,2026-03-01,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",1,6
13,Gastroenterology,35608,2026-03-02,Morning,07:00:00,15:00:00,Administrative,"HR Officer",1,2
13,Gastroenterology,35608,2026-03-02,Morning,07:00:00,15:00:00,Administrative,Secretary,1,2
13,Gastroenterology,35608,2026-03-02,Morning,07:00:00,15:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35608,2026-03-02,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",2,6
13,Gastroenterology,35608,2026-03-02,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",4,6
13,Gastroenterology,35623,2026-03-02,Evening,15:00:00,23:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35623,2026-03-02,Evening,15:00:00,23:00:00,Administrative,"Records Officer",1,2
13,Gastroenterology,35623,2026-03-02,Evening,15:00:00,23:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35623,2026-03-02,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",1,6
13,Gastroenterology,35623,2026-03-02,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",5,6
13,Gastroenterology,35638,2026-03-02,Night,23:00:00,07:00:00,Administrative,Accountant,1,2
13,Gastroenterology,35638,2026-03-02,Night,23:00:00,07:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35638,2026-03-02,Night,23:00:00,07:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35638,2026-03-02,Night,23:00:00,07:00:00,Nurse,"Head Nurse",1,6
13,Gastroenterology,35638,2026-03-02,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",4,6
13,Gastroenterology,35638,2026-03-02,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",1,6
13,Gastroenterology,35653,2026-03-03,Morning,07:00:00,15:00:00,Administrative,"Billing Officer",1,2
13,Gastroenterology,35653,2026-03-03,Morning,07:00:00,15:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35653,2026-03-03,Morning,07:00:00,15:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35653,2026-03-03,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",6,6
13,Gastroenterology,35668,2026-03-03,Evening,15:00:00,23:00:00,Administrative,"HR Officer",1,2
13,Gastroenterology,35668,2026-03-03,Evening,15:00:00,23:00:00,Administrative,Secretary,1,2
13,Gastroenterology,35668,2026-03-03,Evening,15:00:00,23:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35668,2026-03-03,Evening,15:00:00,23:00:00,Nurse,"Head Nurse",1,6
13,Gastroenterology,35668,2026-03-03,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",4,6
13,Gastroenterology,35668,2026-03-03,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",1,6
13,Gastroenterology,35683,2026-03-03,Night,23:00:00,07:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35683,2026-03-03,Night,23:00:00,07:00:00,Administrative,"Records Officer",1,2
13,Gastroenterology,35683,2026-03-03,Night,23:00:00,07:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35683,2026-03-03,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",2,6
13,Gastroenterology,35683,2026-03-03,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",4,6
13,Gastroenterology,35698,2026-03-04,Morning,07:00:00,15:00:00,Administrative,Accountant,1,2
13,Gastroenterology,35698,2026-03-04,Morning,07:00:00,15:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35698,2026-03-04,Morning,07:00:00,15:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35698,2026-03-04,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",1,6
13,Gastroenterology,35698,2026-03-04,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",5,6
13,Gastroenterology,35713,2026-03-04,Evening,15:00:00,23:00:00,Administrative,"Billing Officer",1,2
13,Gastroenterology,35713,2026-03-04,Evening,15:00:00,23:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35713,2026-03-04,Evening,15:00:00,23:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35713,2026-03-04,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",6,6
13,Gastroenterology,35728,2026-03-04,Night,23:00:00,07:00:00,Administrative,"HR Officer",1,2
13,Gastroenterology,35728,2026-03-04,Night,23:00:00,07:00:00,Administrative,Secretary,1,2
13,Gastroenterology,35728,2026-03-04,Night,23:00:00,07:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35728,2026-03-04,Night,23:00:00,07:00:00,Nurse,"Head Nurse",1,6
13,Gastroenterology,35728,2026-03-04,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",4,6
13,Gastroenterology,35728,2026-03-04,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",1,6
13,Gastroenterology,35743,2026-03-05,Morning,07:00:00,15:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35743,2026-03-05,Morning,07:00:00,15:00:00,Administrative,"Records Officer",1,2
13,Gastroenterology,35743,2026-03-05,Morning,07:00:00,15:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35743,2026-03-05,Morning,07:00:00,15:00:00,Nurse,"Head Nurse",1,6
13,Gastroenterology,35743,2026-03-05,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",4,6
13,Gastroenterology,35743,2026-03-05,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",1,6
13,Gastroenterology,35758,2026-03-05,Evening,15:00:00,23:00:00,Administrative,Accountant,1,2
13,Gastroenterology,35758,2026-03-05,Evening,15:00:00,23:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35758,2026-03-05,Evening,15:00:00,23:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35758,2026-03-05,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",1,6
13,Gastroenterology,35758,2026-03-05,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",5,6
13,Gastroenterology,35773,2026-03-05,Night,23:00:00,07:00:00,Administrative,"Billing Officer",1,2
13,Gastroenterology,35773,2026-03-05,Night,23:00:00,07:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35773,2026-03-05,Night,23:00:00,07:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35773,2026-03-05,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",2,6
13,Gastroenterology,35773,2026-03-05,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",4,6
13,Gastroenterology,35788,2026-03-06,Morning,07:00:00,15:00:00,Administrative,"HR Officer",1,2
13,Gastroenterology,35788,2026-03-06,Morning,07:00:00,15:00:00,Administrative,Secretary,1,2
13,Gastroenterology,35788,2026-03-06,Morning,07:00:00,15:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35788,2026-03-06,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",6,6
13,Gastroenterology,35803,2026-03-06,Evening,15:00:00,23:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35803,2026-03-06,Evening,15:00:00,23:00:00,Administrative,"Records Officer",1,2
13,Gastroenterology,35803,2026-03-06,Evening,15:00:00,23:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35803,2026-03-06,Evening,15:00:00,23:00:00,Nurse,"Head Nurse",1,6
13,Gastroenterology,35803,2026-03-06,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",4,6
13,Gastroenterology,35803,2026-03-06,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",1,6
13,Gastroenterology,35818,2026-03-06,Night,23:00:00,07:00:00,Administrative,Accountant,1,2
13,Gastroenterology,35818,2026-03-06,Night,23:00:00,07:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35818,2026-03-06,Night,23:00:00,07:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35818,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Head Nurse",1,6
13,Gastroenterology,35818,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",4,6
13,Gastroenterology,35818,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",1,6
13,Gastroenterology,35833,2026-03-07,Morning,07:00:00,15:00:00,Administrative,"Billing Officer",1,2
13,Gastroenterology,35833,2026-03-07,Morning,07:00:00,15:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35833,2026-03-07,Morning,07:00:00,15:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35833,2026-03-07,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",1,6
13,Gastroenterology,35833,2026-03-07,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",5,6
13,Gastroenterology,35848,2026-03-07,Evening,15:00:00,23:00:00,Administrative,"HR Officer",1,2
13,Gastroenterology,35848,2026-03-07,Evening,15:00:00,23:00:00,Administrative,Secretary,1,2
13,Gastroenterology,35848,2026-03-07,Evening,15:00:00,23:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35848,2026-03-07,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",2,6
13,Gastroenterology,35848,2026-03-07,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",4,6
13,Gastroenterology,35863,2026-03-07,Night,23:00:00,07:00:00,Administrative,"IT Support",1,2
13,Gastroenterology,35863,2026-03-07,Night,23:00:00,07:00:00,Administrative,"Records Officer",1,2
13,Gastroenterology,35863,2026-03-07,Night,23:00:00,07:00:00,Doctor,Gastroenterology,3,3
13,Gastroenterology,35863,2026-03-07,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",6,6
3,"General Surgery",35553,2026-03-01,Morning,07:00:00,15:00:00,Administrative,"Admissions Clerk",1,2
3,"General Surgery",35553,2026-03-01,Morning,07:00:00,15:00:00,Administrative,"IT Support",1,2
3,"General Surgery",35553,2026-03-01,Morning,07:00:00,15:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35553,2026-03-01,Morning,07:00:00,15:00:00,Nurse,"Head Nurse",1,6
3,"General Surgery",35553,2026-03-01,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",1,6
3,"General Surgery",35553,2026-03-01,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",4,6
3,"General Surgery",35568,2026-03-01,Evening,15:00:00,23:00:00,Administrative,Accountant,1,2
3,"General Surgery",35568,2026-03-01,Evening,15:00:00,23:00:00,Administrative,"Admissions Clerk",1,2
3,"General Surgery",35568,2026-03-01,Evening,15:00:00,23:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35568,2026-03-01,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",6,6
3,"General Surgery",35583,2026-03-01,Night,23:00:00,07:00:00,Administrative,"Billing Officer",2,2
3,"General Surgery",35583,2026-03-01,Night,23:00:00,07:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35583,2026-03-01,Night,23:00:00,07:00:00,Nurse,"Head Nurse",2,6
3,"General Surgery",35583,2026-03-01,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",4,6
3,"General Surgery",35598,2026-03-02,Morning,07:00:00,15:00:00,Administrative,Accountant,1,2
3,"General Surgery",35598,2026-03-02,Morning,07:00:00,15:00:00,Administrative,Secretary,1,2
3,"General Surgery",35598,2026-03-02,Morning,07:00:00,15:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35598,2026-03-02,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",3,6
3,"General Surgery",35598,2026-03-02,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",3,6
3,"General Surgery",35613,2026-03-02,Evening,15:00:00,23:00:00,Administrative,"Admissions Clerk",1,2
3,"General Surgery",35613,2026-03-02,Evening,15:00:00,23:00:00,Administrative,"IT Support",1,2
3,"General Surgery",35613,2026-03-02,Evening,15:00:00,23:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35613,2026-03-02,Evening,15:00:00,23:00:00,Nurse,"Head Nurse",1,6
3,"General Surgery",35613,2026-03-02,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",2,6
3,"General Surgery",35613,2026-03-02,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",3,6
3,"General Surgery",35628,2026-03-02,Night,23:00:00,07:00:00,Administrative,Accountant,1,2
3,"General Surgery",35628,2026-03-02,Night,23:00:00,07:00:00,Administrative,"Admissions Clerk",1,2
3,"General Surgery",35628,2026-03-02,Night,23:00:00,07:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35628,2026-03-02,Night,23:00:00,07:00:00,Nurse,"Head Nurse",1,6
3,"General Surgery",35628,2026-03-02,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",1,6
3,"General Surgery",35628,2026-03-02,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",4,6
3,"General Surgery",35643,2026-03-03,Morning,07:00:00,15:00:00,Administrative,"Billing Officer",2,2
3,"General Surgery",35643,2026-03-03,Morning,07:00:00,15:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35643,2026-03-03,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",6,6
3,"General Surgery",35658,2026-03-03,Evening,15:00:00,23:00:00,Administrative,Accountant,1,2
3,"General Surgery",35658,2026-03-03,Evening,15:00:00,23:00:00,Administrative,Secretary,1,2
3,"General Surgery",35658,2026-03-03,Evening,15:00:00,23:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35658,2026-03-03,Evening,15:00:00,23:00:00,Nurse,"Head Nurse",2,6
3,"General Surgery",35658,2026-03-03,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",4,6
3,"General Surgery",35673,2026-03-03,Night,23:00:00,07:00:00,Administrative,"Admissions Clerk",1,2
3,"General Surgery",35673,2026-03-03,Night,23:00:00,07:00:00,Administrative,"IT Support",1,2
3,"General Surgery",35673,2026-03-03,Night,23:00:00,07:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35673,2026-03-03,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",3,6
3,"General Surgery",35673,2026-03-03,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",3,6
3,"General Surgery",35688,2026-03-04,Morning,07:00:00,15:00:00,Administrative,Accountant,1,2
3,"General Surgery",35688,2026-03-04,Morning,07:00:00,15:00:00,Administrative,"Admissions Clerk",1,2
3,"General Surgery",35688,2026-03-04,Morning,07:00:00,15:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35688,2026-03-04,Morning,07:00:00,15:00:00,Nurse,"Head Nurse",1,6
3,"General Surgery",35688,2026-03-04,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",2,6
3,"General Surgery",35688,2026-03-04,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",3,6
3,"General Surgery",35703,2026-03-04,Evening,15:00:00,23:00:00,Administrative,"Billing Officer",2,2
3,"General Surgery",35703,2026-03-04,Evening,15:00:00,23:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35703,2026-03-04,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",6,6
3,"General Surgery",35718,2026-03-04,Night,23:00:00,07:00:00,Administrative,Accountant,1,2
3,"General Surgery",35718,2026-03-04,Night,23:00:00,07:00:00,Administrative,Secretary,1,2
3,"General Surgery",35718,2026-03-04,Night,23:00:00,07:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35718,2026-03-04,Night,23:00:00,07:00:00,Nurse,"Head Nurse",1,6
3,"General Surgery",35718,2026-03-04,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",1,6
3,"General Surgery",35718,2026-03-04,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",4,6
3,"General Surgery",35733,2026-03-05,Morning,07:00:00,15:00:00,Administrative,"Admissions Clerk",1,2
3,"General Surgery",35733,2026-03-05,Morning,07:00:00,15:00:00,Administrative,"IT Support",1,2
3,"General Surgery",35733,2026-03-05,Morning,07:00:00,15:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35733,2026-03-05,Morning,07:00:00,15:00:00,Nurse,"Head Nurse",2,6
3,"General Surgery",35733,2026-03-05,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",4,6
3,"General Surgery",35748,2026-03-05,Evening,15:00:00,23:00:00,Administrative,Accountant,1,2
3,"General Surgery",35748,2026-03-05,Evening,15:00:00,23:00:00,Administrative,"Admissions Clerk",1,2
3,"General Surgery",35748,2026-03-05,Evening,15:00:00,23:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35748,2026-03-05,Evening,15:00:00,23:00:00,Nurse,"Head Nurse",1,6
3,"General Surgery",35748,2026-03-05,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",2,6
3,"General Surgery",35748,2026-03-05,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",3,6
3,"General Surgery",35763,2026-03-05,Night,23:00:00,07:00:00,Administrative,"Billing Officer",2,2
3,"General Surgery",35763,2026-03-05,Night,23:00:00,07:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35763,2026-03-05,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",3,6
3,"General Surgery",35763,2026-03-05,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",3,6
3,"General Surgery",35778,2026-03-06,Morning,07:00:00,15:00:00,Administrative,Accountant,1,2
3,"General Surgery",35778,2026-03-06,Morning,07:00:00,15:00:00,Administrative,Secretary,1,2
3,"General Surgery",35778,2026-03-06,Morning,07:00:00,15:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35778,2026-03-06,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",6,6
3,"General Surgery",35793,2026-03-06,Evening,15:00:00,23:00:00,Administrative,"Admissions Clerk",1,2
3,"General Surgery",35793,2026-03-06,Evening,15:00:00,23:00:00,Administrative,"IT Support",1,2
3,"General Surgery",35793,2026-03-06,Evening,15:00:00,23:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35793,2026-03-06,Evening,15:00:00,23:00:00,Nurse,"Head Nurse",1,6
3,"General Surgery",35793,2026-03-06,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",1,6
3,"General Surgery",35793,2026-03-06,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",4,6
3,"General Surgery",35808,2026-03-06,Night,23:00:00,07:00:00,Administrative,Accountant,1,2
3,"General Surgery",35808,2026-03-06,Night,23:00:00,07:00:00,Administrative,"Admissions Clerk",1,2
3,"General Surgery",35808,2026-03-06,Night,23:00:00,07:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35808,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Head Nurse",2,6
3,"General Surgery",35808,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",4,6
3,"General Surgery",35823,2026-03-07,Morning,07:00:00,15:00:00,Administrative,"Billing Officer",2,2
3,"General Surgery",35823,2026-03-07,Morning,07:00:00,15:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35823,2026-03-07,Morning,07:00:00,15:00:00,Nurse,"Head Nurse",1,6
3,"General Surgery",35823,2026-03-07,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",2,6
3,"General Surgery",35823,2026-03-07,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",3,6
3,"General Surgery",35838,2026-03-07,Evening,15:00:00,23:00:00,Administrative,Accountant,1,2
3,"General Surgery",35838,2026-03-07,Evening,15:00:00,23:00:00,Administrative,Secretary,1,2
3,"General Surgery",35838,2026-03-07,Evening,15:00:00,23:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35838,2026-03-07,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",3,6
3,"General Surgery",35838,2026-03-07,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",3,6
3,"General Surgery",35853,2026-03-07,Night,23:00:00,07:00:00,Administrative,"Admissions Clerk",1,2
3,"General Surgery",35853,2026-03-07,Night,23:00:00,07:00:00,Administrative,"IT Support",1,2
3,"General Surgery",35853,2026-03-07,Night,23:00:00,07:00:00,Doctor,"General Surgery",3,3
3,"General Surgery",35853,2026-03-07,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",6,6
4,"Intensive Care Unit",35554,2026-03-01,Morning,07:00:00,15:00:00,Administrative,"IT Support",2,2
4,"Intensive Care Unit",35554,2026-03-01,Morning,07:00:00,15:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35554,2026-03-01,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",1,6
4,"Intensive Care Unit",35554,2026-03-01,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",5,6
4,"Intensive Care Unit",35569,2026-03-01,Evening,15:00:00,23:00:00,Administrative,Accountant,1,2
4,"Intensive Care Unit",35569,2026-03-01,Evening,15:00:00,23:00:00,Administrative,"Ward Coordinator",1,2
4,"Intensive Care Unit",35569,2026-03-01,Evening,15:00:00,23:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35569,2026-03-01,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",6,6
4,"Intensive Care Unit",35584,2026-03-01,Night,23:00:00,07:00:00,Administrative,Accountant,1,2
4,"Intensive Care Unit",35584,2026-03-01,Night,23:00:00,07:00:00,Administrative,"Billing Officer",1,2
4,"Intensive Care Unit",35584,2026-03-01,Night,23:00:00,07:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35584,2026-03-01,Night,23:00:00,07:00:00,Nurse,"Head Nurse",2,6
4,"Intensive Care Unit",35584,2026-03-01,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",4,6
4,"Intensive Care Unit",35599,2026-03-02,Morning,07:00:00,15:00:00,Administrative,"HR Officer",1,2
4,"Intensive Care Unit",35599,2026-03-02,Morning,07:00:00,15:00:00,Administrative,"Records Officer",1,2
4,"Intensive Care Unit",35599,2026-03-02,Morning,07:00:00,15:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35599,2026-03-02,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",2,6
4,"Intensive Care Unit",35599,2026-03-02,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",4,6
4,"Intensive Care Unit",35614,2026-03-02,Evening,15:00:00,23:00:00,Administrative,"IT Support",2,2
4,"Intensive Care Unit",35614,2026-03-02,Evening,15:00:00,23:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35614,2026-03-02,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",2,6
4,"Intensive Care Unit",35614,2026-03-02,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",4,6
4,"Intensive Care Unit",35629,2026-03-02,Night,23:00:00,07:00:00,Administrative,Accountant,1,2
4,"Intensive Care Unit",35629,2026-03-02,Night,23:00:00,07:00:00,Administrative,"Ward Coordinator",1,2
4,"Intensive Care Unit",35629,2026-03-02,Night,23:00:00,07:00:00,Doctor,"Intensive Care",3,3
