substance_id,active_substance_name,allergic_patients_count,drugs_containing_substance_count
5605,"Sodium Feredetate",0,3
5580,"Sodium Ferric Gluconate Complex",0,3
6104,"Sodium Glycerophosphate",0,3
5940,"Sodium Hydrogen Carbonate, Alginic Acid, Aluminium Hydroxide",0,3
6279,"Sodium Hydrogen Carbonate, Sodium Chloride",0,3
1380,"Sodium Hypochlorite",0,3
6826,"Sodium Iodide",0,3
4363,"Sodium Lauryl Ether Sulphate, Sodium Lauryl Ether Sulpho-Succinate",0,3
3798,"Sodium Lauryl Sulfoacetate, Sodium Citrate Dihydrate",0,3
8368,"Sodium Nitroprusside",0,3
6838,"Sodium Perchlorate",0,3
4963,"Sodium Picofosfate",0,3
6067,"Sodium Sulphate Decahydrate",0,3
3283,"Soft Extract From Hawthorn Leaf And Flower (2,8-5,3:1), Extraction Solvent: Ethanol 45% (M/M)",0,3
6994,"Soft Extract Of Matricaria Recutita (2.7-5.5:1), Extraction Agent: Ethanol 95.4% (V/V)",0,3
4933,"Solidago Virga Aurea D3, Corallium Rubrum C4, Artemisia Cina C4, Dactylopius Coccus C5, Ferrum Phosp",0,3
10316,Somapacitan,0,3
8551,Sonidegib,0,3
7884,"Sorbitol (E420), Sodium Lauryl Sulfoacetate, Sodium Citrate Dihydrate",0,3
2496,Sotalol,0,3
7489,Sotorasib,0,3
2261,"Soya-Bean Oil Refined",0,3
3677,"St. John's Wort Dry Extract (3.5-6.0:1), Extraction Solvent: Ethanol 60% (M/M), Dry Extract From Bla",0,3
7632,"Stibium Sulfuratum Aurantiacum D6, Psychotria Ipecacuanha D4, Bryonia D3, Eucalyptus Globulus D3, Dr",0,3
10058,"Stramonium D4, Adrenalinum D6, Crataegus Oxyacantha Tm, Galeopsis Ochroleuca Tm, Ephedra Vulgaris D4",0,3
3006,"Streptococcus Agalactiae, Haemophilus Influenzae, Staphylococcus Aureus, Streptococcus Pneumoniae",0,3
10516,"Strychnos Nux-Vomica C9, Ferrum Phosphoricum C9, Solanum Dulcamara C5, Hydrastis Canadensis C9, Kali",0,3
1213,"Sugar Cane",0,3
8061,"Sulconazole Nitrate",0,3
5660,"Sulfadiazine Silver, Cerium(Iii) Nitrate, Hexahydrate",0,3
1813,"Sulfathiazole Silver",0,3
8741,"Symphytum Officinale D8, Acidum Silicicum Dil. D12, Calcium Carbonicum Hahnemanni Dil. D12, Calcium",0,3
5938,"Symphytum X Uplandicum",0,3
6679,"Talimogene Laherparepvec",0,3
2579,"Taraxici Herba Cum Radice",0,3
3036,"Tea Tree Oil",0,3
10714,Teplizumab,0,3
10736,Teprotumumab,0,3
5632,"Testa Triticum Tricum",0,3
11142,"Tetanus Toxoid, Aluminium Hydroxide",0,3
10774,"Theophylline Monohydrate",0,3
2194,Thiamine,0,3
3642,"Thiamine Hydrochloride, Ascorbic Acid, Nicotinamide, Riboflavin, Glucose, Pyridoxine Hydrochloride",0,3
2341,"Thiamine Nitrate, Pyridoxine Hydrochloride",0,3
6077,"Thiamphenicol Glycinate Hydrochloride",0,3
863,"Thryallis Glauca D4, Luffa Operculata D6, Schoenocaulon Officinale D4, Cardiospermum Halicacabum D4",0,3
8970,"Thyme Oil",0,3
4811,"Thyreoidinum E Gland. Thyreoid. Suis D12, Pancreas Suis D12, Hypophysis Suis D12, Sus Scrofa Adrenal",0,3
5822,"Tick-Borne Encephalitis Virus Neudoerfl Strain Adsorbed On Aluminium Hydroxide, Hydrated Produced In",0,3
7205,Tilactase,0,3
5350,"Tiliae Flos, Thyme, Sambucus Nigra Flower",0,3
6068,"Timolol Maleate Bp",0,3
9367,"Timothy Grass Pollen Extract",0,3
9360,"Timothy Grass Pollen Extract, Lolium Perenne Pollen Extract, Poa Pratensis Pollen Extract, Festuca E",0,3
6787,Tinzaparin,0,3
10767,Tislelizumab,0,3
6108,"Tolbutamide Bp",0,3
9249,"Tree Pollen Alergoids Mixture: Alnus Sp., Betula Sp., Corylus Avellana",0,3
10752,"Trifluoperazine Hydrochloride Bp",0,3
7449,"Trifluridine, Tipiracil",0,3
9489,"Trimebutine, Ruscogenin",0,3
6783,"Trimecaine Hydrochloride",0,3
10817,"Trimethoprim Bp",0,3
3317,"Trisodium Citrate Dihydrate",0,3
823,"Triticum Aestivum (779)",0,3
4708,"Trockenextrakt Aus Teufelskrallenwurzel (1,5-2,5:1), Auszugsmittel: Wasser",0,3
7649,"Tuaminoheptane Sulfate, Acetylcysteine",0,3
4443,"Turnera Diffusa Dil D4",0,3
3390,"Turnera Diffusa Mother Tincture",0,3
8242,"Turnera Diffusa Trit. D4",0,3
8421,"Turoctocog Alfa",0,3
5392,"Turoctocog Alfa Pegol",0,3
10744,"Turpentine Oil",0,3
5493,"Urea Hydrogen Peroxide",0,3
8270,"Urtica Dioica",0,3
11143,Vadadustat,0,3
2252,"Valerian Root Dry Hydroalcoholic Extract (3-6:1, Extraction Solvent: Ethanol 70% V/V)",0,3
11170,"Valeriana Officinalis Dry Extract",0,3
10021,"Valsartan Disodium, Sacubitril Sodium",0,3
7620,"Valsartan, Amlodipine Besilate, Hydrochlorothiazide Ep",0,3
11199,"Vardenafil Hydrochloride Trihydrate",0,3
6221,"Verapamil Hydrochloride Ph. Eur.",0,3
6850,"Viscum Album M, Herba Rec., Ferm. Aqu. Extr. 1:5",0,3
4041,"Viscum Album Mother Tincture",0,3
6855,"Viscum Album P, Herba Rec., Ferm Aqu. Extr. 1:5",0,3
2896,"Vortioxetine (D,l)-Lactate",0,3
695,"Wasp Venom",0,3
10029,"Willow Bark",0,3
9441,"Willow Pollen",0,3
3507,Xylene,0,3
2984,Zanubrutinib,0,3
7668,"Zinc Oxide, Ichthammol, Tormentillae Extractum Fluidum",0,3
10382,"Zinc Sulphate",0,3
2464,"Zinc, Chromium, Cobalt, Copper, Iron, Magnesium, Manganese, Selenium, Molybdenum, Boron, Fluorine, V",0,3
11078,Zinc-Bis(Hydrogen-Dl-Aspartate),0,3
6899,"Zolpidem Hemitartrate",0,3
173,"(S)-Lactic Acid, Salicylic Acid",0,2
7745,"100 Ml Consists Of: Distillate From A Macerate Of Melissa Officinalis Leaf 429-536 Mg,helenii Rhizom",0,2
2195,"12 Grass Pollen Mixture",0,2
9251,"13 Grass Pollen Mixture",0,2
11750,"131i-Meta-Iodobenzyl-Guanidine Sulfate",0,2
11659,"2-Naphthol, Salicylic Acid",0,2
2266,"2.1% Sodium Chloride-Water (Brine) Sulfide, Iodide",0,2
8375,"4-Amino-3-Phenylbutyric Acid",0,2
9317,"5-Methyltetrahydrofolate Di Calcium Pentahydrate",0,2
9347,"Acarus Siro Extract",0,2
183,"Acetazolamide Bp",0,2
1313,"Acetylcysteine, Glutamic Acid, Glycine, N-Acetyltyrosine, Magnesium Chloride Hexahydrate, Potassium",0,2
1321,"Acetylcysteine, Glycine, L-Lysine Acetate, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Le",0,2
5718,"Acetylcysteine, Paracetamol",0,2
9941,"Acetylsalicylic Acid, Rosuvastatin Calcium",0,2
10085,"Achillea Millefolium",0,2
243,"Acidum Alpha-Ketoglutaricum D200, Acidum Alpha-Ketoglutaricum D30, Acidum Alpha-Ketoglutaricum D10",0,2
4635,"Acidum Ascorbicum D6, Acidum Picrinicum D6, Acidum Silicicum D6, Aesculus Hippocastanum D6, Ammonium",0,2
244,"Acidum Cis-Aconiticum D30, Acidum Cis-Aconiticum D200, Acidum Cis-Aconiticum D10",0,2
5763,"Acidum Formicicum Dil D6",0,2
5765,"Acidum Formicicum Dil. D 4",0,2
248,"Acidum Fumaricum D200, Acidum Fumaricum D30, Acidum Fumaricum D10",0,2
4132,"Acidum Hydrofluoricum Dil. D12, Talpa Europaea Dil. D8, Selenium Dil. D12, Graphites Dil. D8",0,2
246,"Acidum Malicum D200, Acidum Malicum D30, Acidum Malicum D10",0,2
4837,"Acidum Phosphoricum D12, Vitex Agnus-Castus D8, Turnera Diffusa D6",0,2
7345,"Acidum Picrinicum Trit. D6, Strychninum Phosphoricum Trit. D4, Yohimbinum Hydrochloricum Trit. D4, T",0,2
4624,"Acidum Silicicum Dil. D 10, Calcium Phosphoricum Dil. D 10, Discus Intervertebralis Thoracalis Suis",0,2
7514,"Acidum Silicicum Trit. D3, Kalium Iodatum Trit. D6, Arsenum Iodatum Trit. D4, Lachesis Trit. D12, Ca",0,2
7045,"Acidum Silicicum Trit. D4",0,2
251,"Acidum Succinicum D10, Acidum Succinicum D200, Acidum Succinicum D30",0,2
9217,"Aconitum Napellus Dil. D2, Bryonia Dil. D2",0,2
290,"Aconitum Napellus E Tubere Ferm 33c Dil. D29 (Hab, Vs. 33c), Atropa Belladonna E Radice Ferm 33b Dil",0,2
8558,"Adenosine, Nicotinamide, Cytochrome C",0,2
10344,"Aesculus Hippocastanum E Semine Ferm 34c Dil. D2 (Hab, Vs. 34c), Aesculus Hippocastanum E Semine Fer",0,2
2841,"Aesculus Hippocastanum E Semine Ferm 34c Dil. D9 (Hab, Vs. 34c), Borago Officinalis E Foliis Ferm 34",0,2
513,"Aesculus Hippocastanum L. Seed Dry Extract",0,2
5674,"Aesculus Seed Extract",0,2
596,"Agnus Castus Fruit Dry Extract (10-16:1)",0,2
6018,Ajmaline,0,2
3192,"Alfa-Terpineol, Rosemary Oil, Cineole, Sylvestris Pine Oil, Thymus Essential Oil",0,2
5183,Alfatradiol,0,2
9609,"Algeldrate, Betula Verrucosa Pollen",0,2
4243,"Allergens, House Dust & Mite",0,2
10463,"Allergens, Pollen & Plant Extract",0,2
3339,"Allium Cepa Ferm 34a Dil. D14, Aurum Metallicum Dil. D9, Betula Pendula Ferm 34e Dil. D4, Cartilago",0,2
1939,"Allium Cepa Ferm 34a Dil. D2, Arnica Montana E Planta Tota Ferm 33c Dil. D4 (Hab, Vs. 33c), Articula",0,2
10724,"Allium Cepa Ferm 34a Dil. D7, Arnica Montana E Planta Tota Ferm 33c Dil. D5 (Hab, Vs. 33c), Stannum",0,2
8115,"Allium Cepa Ferm 34a Ø, Barium Citricum Dil. D10 Aquos. (Hab, Vs. 8b), Cutis Feti Bovis Gl Dil. D4 (",0,2
7790,"Allium Cepa Ferm 34a Ø, Calendula Officinalis Ex Herba Ferm 33c Ø (Hab, Vs. 33c), Mercurialis Perenn",0,2
899,"Allium Cepa Trit. D4",0,2
5483,"Almond Oil, Refined",0,2
9398,Alnus,0,2
5362,"Alnus Glutinosa Pollen",0,2
9354,"Alnus Glutinosa Pollen Extract",0,2
9370,"Alnus Glutinosa Pollen, Betula Verrucosa Pollen, Corylus Avellana Pollen",0,2
9388,"Alternaria Tenuis",0,2
974,"Aluminium Acetate Tartrate Solution",0,2
913,"Aluminium Hydroxide",0,2
883,"Aluminium Hydroxide, Birch Pollen Allergoid, Chemically Modified, Rye Pollen Allergoid, Chemically M",0,2
11198,"Aluminium Hydroxide, Hepatitis A Virus (Strain Cr 326f) (Inactivated) Produced On Human Diploid (Mrc",0,2
2144,"Aluminium Hydroxide, Inactivated Hepatitis A Virus (Gbm Strain)",0,2
870,"Aluminium Hydroxide, Orchard Grass Pollen Allergoid, Chemically Modified, Meadow Fescue Pollen Aller",0,2
5912,"Aluminium Hydroxide-Magnesium Carbonate, Magnesium Hydroxide",0,2
8415,"Aluminium, Magnesium",0,2
1254,Amantadine,0,2
8072,"Ambenonium Chloride",0,2
9739,"Ambra Grisea Dil. D 6, Aurum Metallicum Dil. D12, Strychnos Ignatii Dil. D 6, Myristica Fragrans Dil",0,2
8678,"Ambrosia Artemisiifolia Pollen Extract",0,2
8008,"Ambroxol Hydrochloride Ph. Eur.",0,2
1294,"Amifampridine Phosphate",0,2
1300,"Amiloride Hydrochloride",0,2
7968,"Amiloride Hydrochloride, Timolol Maleate, Hydrochlorothiazide",0,2
3231,Aminaphtone,0,2
6645,"Aminoacridine Hydrochloride, Lidocaine Hydrochloride Monohydrate",0,2
1312,"Aminophylline Dihydrate",0,2
1331,"Amitriptyline Hydrochloride - Bp",0,2
8370,"Amitriptyline Hydrochloride, Medazepam",0,2
1326,"Amitriptylinoxide Dihydrate",0,2
10579,"Amlodipine Besilate, Atorvastatin Calcium",0,2
1337,"Amlodipine Mesilate",0,2
1366,"Amoxicillin Sodium",0,2
6508,Amylmetacresol,0,2
2149,"Amylocaine Hydrochloride, Adrenalinum D3, Ficaria Verna Mother Tincture, Paeonia Officinalis Mother",0,2
2940,"Amylocaine Hydrochloride, Liquid Guaiacol, Reconstituted Essential Oil Of Pine, Cineole",0,2
1401,"Anagrelide Hydrochloride",0,2
10513,"Angelica Root, Matricariae Flos, Agrimoniae Herba, Centaurii Herba, Hyperici Herba, Menthae Piperita",0,2
1299,"Anhydrous Amiloride Hydrochloride",0,2
2183,"Anhydrous Azithromycin",0,2
4979,"Anhydrous Cefadroxil",0,2
11207,"Anhydrous Cholestyramine",0,2
5831,"Anhydrous Fusidic Acid",0,2
7755,Aniracetam,0,2
1485,"Anis-Pyrit Trit. D2",0,2
4560,"Anthocyanosidic Extract Of Vaccinium Myrtillus",0,2
9238,"Anthoxanthum Odoratum Pollen",0,2
2210,"Anthrax Antigen Filtrate, Algeldrate",0,2
3343,"Antimonit Dil. D5, Argentum Metallicum Dil. D7, Betula Pendula Ferm 34e Dil. D4, Cartilago Articular",0,2
8040,"Antimonit Trit. D4, Argentum Nitricum Dil. D19 Aquos. (Hab, Vs. 5b), Atropa Belladonna Ex Herba Ferm",0,2
9321,"Apis Mellifica C15, Cavia Cobaya Lung Histamine C15, Pollen C15",0,2
5372,"Apis Mellifica Dil. D 2, Atropa Bella-Donna Dil. D2",0,2
3911,"Apis Mellifica Dil. D 2, Thuja Occidentalis Dil D1, Eupatorium Perfoliatum Dil. D1, Bryonia Dil. D1,",0,2
7240,"Apis Mellifica Ex Animale Toto Gl Dil. D16 (Hab, Vs. 41c), Bryonia Cretica Ferm 33b Dil. D14, Larynx",0,2
9774,"Apis Mellifica Ex Animale Toto Gl Dil. D31 (Hab, Vs. 41c), Equisetum Arvense Ex Herba Ferm 35b Dil.",0,2
1617,"Apis Mellifica Ex Animale Toto Gl Dil. D4 (Hab, Vs. 41c), Arnica Montana E Planta Tota Ferm 33c Dil.",0,2
1620,"Apis Mellifica Ex Animale Toto Gl Dil. D4 (Hab, Vs. 41c), Levisticum Officinale E Radice Ferm 33c Di",0,2
2455,"Apis Mellifica Ex Animale Toto Gl Dil. D7 (Hab, Vs. 41c), Atropa Belladonna Ex Herba Ferm 33a Dil. D",0,2
1616,"Apis Regina Tota Gl Dil. D16 (Hab, Vs. 41c), Truncus Cerebri Bovis Gl Dil. D7 (Hab, Vs. 41a)",0,2
2121,"Apis Regina Tota Gl Dil. D5 (Hab, Vs. 41c), Aurum Chloratum Dil. D6 Aquos. (Hab, Vs. 5b), Avena Sati",0,2
11290,"Aqueous Extract Of Dry Lime Sapwood",0,2
5655,"Aqueous Extract Of Triticum Aestivum",0,2
5339,"Arachis Hypogaea Extract",0,2
1749,"Archangelica, Ethanol. Decoctum Ø",0,2
2288,"Arctostaphylos Uva-Ursi",0,2
4632,"Argentum Metallicum Dil. D18 Aquos., Arnica Montana E Planta Tota Ferm 33c Dil. D18 (Hab, Vs. 33c),",0,2
1796,"Argentum Metallicum Dil. D19 Aquos., Quarz Dil. D29 Aquos.",0,2
4000,"Argentum Metallicum Dil. D29 Aquos., Atropa Belladonna Ex Herba Ferm 33a Dil. D14 (Hab, Vs. 33a), Co",0,2
3002,"Argentum Metallicum Dil. D5, Kalanchoe Daigremontiana/Pinnata E Foliis Ferm 33b Dil. D3 (Hab, Vs. 33",0,2
1802,"Argentum Metallicum Dil. D5, Saccharum Sacchari Dil. D9 Aquos. (Hab, Vs. 5b)",0,2
2528,"Argentum Metallicum Dil. D7, Arnica Montana E Planta Tota Ferm 33c Dil. D14 (Hab, Vs. 33c), Betula P",0,2
10246,"Argentum Metallicum Praeparatum Dil. D20, Berberis, Fructus Dil. D3, Quarz Dil. D12",0,2
9124,"Argentum Nitricum D10, Argentum Nitricum D200, Argentum Nitricum D30, Phosphorus D10, Phosphorus D20",0,2
1801,"Argentum Nitricum Dil. D19 Aquos. (Hab, Vs. 5b), Chlorophyceae Ferm 33e Dil. D2 (Hab, Vs. 33e), Euca",0,2
8067,"Argentum Nitricum Dil. D19 Aquos. (Hab, Vs. 5b), Kalium Bichromicum Dil. D5 Aquos. (Hab, Vs. 5b), My",0,2
1756,"Arginine Hydrochloride",0,2
11200,"Argipressin Monoacetate",0,2
1877,"Arnica Montana C9",0,2
1860,"Arnica Montana D6",0,2
1881,"Arnica Montana E Floribus La 20% (Hab, Vs. 12c)",0,2
11495,"Arnica Montana E Floribus La 20% (Hab, Vs. 12c), Argentum Colloidale Dil. D5, Cantharis Ex Animale T",0,2
7612,"Arnica Montana E Planta Tota Ferm 33c Dil. D1 (Hab, Vs. 33c), Funiculus Umbilicalis Bovis Gl Dil. D4",0,2
3062,"Arnica Montana E Planta Tota Ferm 33c Dil. D14 (Hab, Vs. 33c), Cinis E Fructibus Avenae Sativae Cum",0,2
4628,"Arnica Montana E Planta Tota Ferm 33c Dil. D19 (Hab, Vs. 33c), Aurum Metallicum Dil. D14 Aquos., Dis",0,2
1870,"Arnica Montana E Planta Tota Ferm 33c Dil. D19 (Hab, Vs. 33c), Aurum Metallicum Dil. D29 Aquos.",0,2
4631,"Arnica Montana E Planta Tota Ferm 33c Dil. D19 (Hab, Vs. 33c), Disci Intervertebrales Cervicales, Th",0,2
1856,"Arnica Montana E Planta Tota Ferm 33c Dil. D2 (Hab, Vs. 33c)",0,2
1872,"Arnica Montana E Planta Tota Ferm 33c Dil. D28 (Hab, Vs. 33c), Betula Pendula E Cortice, Decoctum Di",0,2
1871,"Arnica Montana E Planta Tota Ferm 33c Dil. D28 (Hab, Vs. 33c), Betula Pendula E Cortice, Decoctum Ø",0,2
1873,"Arnica Montana E Planta Tota Ferm 33c Dil. D29 (Hab, Vs. 33c), Plumbum Mellitum Dil. D29 Aquos. (Hab",0,2
3480,"Arnica Montana E Planta Tota Ferm 33c Dil. D5 (Hab, Vs. 33c), Apatit Dil. D6, Cerebellum Bovis Gl Di",0,2
1869,"Arnica Montana E Planta Tota Ferm 33c Dil. D5 (Hab, Vs. 33c), Aurum Metallicum Dil. D9",0,2
1864,"Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1:1,1",0,2
1846,"Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1:1,1, Betulae Folium, Ethanol. Decoctum 20%, Mandr",0,2
1884,"Arnica Tincture Dev (1:10): Extraction Medium Ethanol 70% (V/V)",0,2
1865,"Arnica, Planta Tota 2b Ø",0,2
1868,"Arnica, Planta Tota Rh Dil. D3",0,2
9239,"Arrhenatherum Elatius Pollen",0,2
7477,"Arsenum Iodatum D8, Aralia Racemosa D1, Lobelia Inflata D6, Luffa Operculata D12",0,2
5994,"Artemisia Absinthium Ex Herba, Infusum Ø (Hab, Vs. 24a), Gentiana Lutea E Radice, Decoctum Ø (Hab, V",0,2
3342,"Articulatio Interphalangea Bovis Gl Dil. D16 (Hab, Vs. 41b), Echinacea Pallida E Planta Tota Ferm 33",0,2
7312,"Arundo Donax D2, Histamine D6, Arsenum Iodatum D6, Sabadilla D6, Allium Cepa D6, Euphrasia Officinal",0,2
11532,"Asa Foetida D4, Pulsatilla Pratensis D4, Lachesis Mutus Trit. D8, Nitroglycerinum D6, Strychnos Igna",0,2
4636,"Asa Foetida D8, Hydrargyrum Oxydatum Rubrum D10, Kalmia Latifolia D8",0,2
8199,"Ascorbic Acid, 2,4 Dichlorobenzyl Alcohol",0,2
3494,"Ascorbic Acid, Biotin, Colecalciferol, Cyanocobalamin, Dexpanthenol, Folic Acid, Nicotinamide, Pyrid",0,2
344,"Ascorbic Acid, Biotin, Colecalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Phytomenadione, Pyr",0,2
2330,"Ascorbic Acid, Biotin, Cyanocobalamin, Folic Acid, Monophosphothiamine, Nicotinamide, Riboflavin, Ma",0,2
2331,"Ascorbic Acid, Biotin, Cyanocobalamin, Folic Acid, Nicotinamide, Riboflavin, Magnesium Carbonate Hea",0,2
3126,"Ascorbic Acid, Calcium",0,2
1389,"Ascorbic Acid, Cetylpyridinium Chloride, Sodium Ascorbate, Lidocaine Hydrochloride",0,2
7495,"Ascorbic Acid, Chlorphenamine, Paracetamol",0,2
8034,"Ascorbic Acid, Colecalciferol, Dexpanthenol, Nicotinamide, Riboflavin, Thiamine, Vitamin B6, Retinol",0,2
6913,"Ascorbic Acid, Dequalinium Chloride",0,2
6819,"Ascorbic Acid, Dry Extract Of Kola Seed (10-17:1), Extraction Solvent: Methanol 70% (V/V), Caffeine,",0,2
5047,"Ascorbic Acid, Echinacea Purpurea Radix, Extract, Zinc",0,2
5588,"Ascorbic Acid, Ferrous Fumarate",0,2
1967,"Ascorbic Acid, Ferrous Gluconate",0,2
3030,"Ascorbic Acid, Ibuprofen",0,2
7606,"Ascorbic Acid, Magnesium Oxide, Heavy",0,2
11392,"Ascorbic Acid, Nicotinamide, Glucose",0,2
531,"Ascorbic Acid, Paracetamol, Acetylsalicylic Acid",0,2
9995,"Ascorbic Acid, Rutoside",0,2
10132,"Ascorbic Acid, Rutoside, Salicylamide, Zinc",0,2
10133,"Ascorbic Acid, Rutoside, Salicylamide, Zinc Gluconate",0,2
2465,"Ascorbic Acid, Zinc, Chromium, Cobalt, Copper, Iron, Magnesium, Manganese, Selenium, Molybdenum, Bor",0,2
9399,Ash,0,2
1995,"Asparagus Root Powder, Parsley Powder",0,2
8337,"Aspergillus Niger E Volumine Cellulae (Lyophil., Steril.) D5",0,2
4577,"Aspidium (Dryopteris) Filix-Mas Folium Rec. Ethanol. Digest. D1, Polypodium Vulgare Folium Rec. Etha",0,2
2026,"Atazanavir Sulfate",0,2
10729,"Atenolol Ph. Eur., Chlortalidone Ph. Eur.",0,2
2034,"Atenolol, Nifedipine",0,2
2049,"Atosiban Acetate",0,2
6946,"Atropa Belladonna Dil. D4, Bryonia Dil. D3, Cuprum Aceticum Dil. D12, Drosera Dil. D4, Sticta Dil. D",0,2
2365,"Atropa Belladonna E Radice Ferm 33b Dil. D5 (Hab, Vs. 33b), Chamomilla Recutita E Radice Ferm 33c Di",0,2
10805,"Atropa Belladonna Ex Herba Ferm 33a Dil. D14 (Hab, Vs. 33a), Calcium Carbonicum Hahnemanni Dil D6, C",0,2
2359,"Atropa Belladonna Ex Herba Ferm 33a Dil. D2 (Hab, Vs. 33a), Nicotiana Tabacum E Foliis Ferm 33b Dil.",0,2
7192,"Atropa Belladonna Ex Herba Ferm 33a Dil. D3 (Hab, Vs. 33a), Lachesis Dil. D11 Aquos. (Hab, Vs. 5b),",0,2
7709,"Atropinum Sulfuricum Dil. D5, Hydrargyrum Bicyanatum Dil. D8, Aconitinum D5",0,2
10076,"Aurum Metallicum Dil. D14 Aquos., Camphora Dil. D3 Aquos. (Hab, Sv 5b), Cytisus Scoparius Ex Herba F",0,2
2122,"Aurum Metallicum Dil. D9, Atropa Belladonna Ex Herba Ferm 33a Dil. D9 (Hab, Vs. 33a), Plumbum Mellit",0,2
2123,"Aurum Metallicum Dil. D9, Equisetum Arvense Ex Herba Ferm 35b Dil. D14 (Hab, Vs. 35b)",0,2
2126,"Aurum Metallicum Dil. D9, Hyoscyamus Niger Ex Herba Ferm 33d Dil. D4 (Hab, Vs. 33d), Stibium Metalli",0,2
2125,"Aurum Metallicum Dil. D9, Prunus Spinosa E Floribus Et Summitatibus Ferm 33d Dil. D5 (Hab, Vs. 33d)",0,2
3483,"Aurum Metallicum Trit. D6, Cerebellum Bovis Gl Dil. D7 (Hab, Vs. 41a), Corpora Quadrigemina Bovis Gl",0,2
4804,"Avena Sativa D4, Valeriana D4, Eschscholtzia Californica D4, Humulus Lupulus D4, Coffea Arabica D4,",0,2
2146,"Avena Sativa Mother Tincture",0,2
2179,"Azathioprine Bp",0,2
10779,Azidamfenicol,0,2
2182,"Azithromycin Monohydrate",0,2
6770,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), A/Victoria/2570/2019 (H1n1)pdm09-Like",0,2
11212,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), B/Brisbane/60/2008-Like Strain (B/Bri",0,2
8387,"Bacillus Clausii",0,2
2670,"Bacillus Clausii, Spores Of Poly-Antibiotic Resistant",0,2
5272,"Bacillus Clausii, Strains Sin, O/C, T, N/R, Polyantibiotic Resistant Spores",0,2
2211,Bacitracin,0,2
8660,"Bacitracin Zinc, Hydrocortisone Acetate, Neomycin Sulfate",0,2
8205,"Bacitracin, Polymyxin B Sulfate",0,2
2297,"Barium Oxalsuccinicum D200, Barium Oxalsuccinicum D30, Barium Oxalsuccinicum D10",0,2
4802,"Baryta Muriatica D12, Arnica Montana D6, Nitroglycerinum D6, Conium Maculatum D6, Phosphorus D12",0,2
1167,"Bean Mixture",0,2
7760,"Beclometasone Dipropionate, Clioquinol",0,2
7759,"Beclometasone Dipropionate, Neomycin Sulfate",0,2
2360,"Belladonna Alkaloids",0,2
7184,"Belladonna D3, Senega D2, China Rubra D3, Arnica Montana D3, Eupatorium Perfoliatum D3, Bryonia D3,",0,2
1568,"Belladonna Dry Extract, Papaverine Hydrochloride",0,2
8744,"Bellis Perennis D2, Chamomilla D3, Echinacea D2, Hypericum Perforatum D2, Mercurius Solubilis Hahnem",0,2
2402,Bendamustine,0,2
4424,"Benzalkonium Chloride Solution 50%, Chlorhexidine Digluconate (20% Solution)",0,2
3499,"Benzalkonium Chloride, Chlorhexidine Gluconate",0,2
8971,"Benzathine Benzylpenicillin, Benzylpenicillin Procaine Monohydrate",0,2
909,"Benzocaine, Aluminium Hydroxide Gel, Magnesium Hydroxide",0,2
5744,"Benzocaine, Benzyl Alcohol, Chloroxylenol",0,2
2722,"Benzocaine, Cetylpyridinium Chloride",0,2
10173,"Benzocaine, Dodeclonium Bromide, Enoxolone, Esculin Sesquihydrate",0,2
6332,"Benzocaine, Ephedrine Hydrochloride",0,2
9582,"Benzocaine, Menthol, Zinc Oxide",0,2
6415,"Benzocaine, Zinc Oxide",0,2
8658,"Benzododecinium Bromide, Boric Acid",0,2
172,"Benzoic Acid, Malic Acid, Salicylic Acid",0,2
656,"Benzoyl Peroxide, Hydrous",0,2
7691,"Benzydamine Hydrochloride, 2,4 Dichlorobenzyl Alcohol",0,2
2395,"Benzydamine Hydrochloride, Cetylpyridinium Chloride Monohydrate",0,2
10557,"Benzyl Alcohol, Zinc Oxide, Benzyl Benzoate, Benzyl Cinnamate, Lanolin",0,2
9012,"Benzyl Nicotinate",0,2
9502,"Benzylpenicillin Procaine Monohydrate",0,2
2453,"Berberis Vulgaris E Radice Ferm 33d Dil. D2 (Hab, Vs. 33d), Hypericum Perforatum Ex Herba Ferm 33c D",0,2
7511,"Berberis Vulgaris E Radice Ferm 33d Dil. D2 (Hab, Vs. 33d), Lycopodium Clavatum E Planta Tota Ferm 3",0,2
2457,"Berberis Vulgaris E Radice Ferm 33d Ø (Hab, Vs. 33d), Berberis Vulgaris Ex Herba Ferm 33c Ø (Hab, Vs",0,2
8420,Beta-Acetyldigoxin,0,2
117,Beta-Alanine,0,2
2500,"Betamethasone Dipropionate (Ph. Eur.), Salicylic Acid Ph. Eur.",0,2
2523,"Betamethasone Sodium Phosphate Ph. Eur",0,2
2515,"Betamethasone Valerate, Clioquinol",0,2
2494,"Betamethasone, Chloramphenicol",0,2
2529,"Betula Pendula E Cortice, Decoctum Dil. D3 (Hab, Vs. 23a), Filipendula Ulmaria Ferm 34c Dil. D2, Gal",0,2
8680,"Betula Pendula Pollen Extract",0,2
